dataset_filter,feature_set,model_type,hyperparameters,feature_count,train_accuracy,validation_accuracy,validation_roc_auc,validation_log_loss,validation_brier_score,test_accuracy,test_roc_auc,test_log_loss,test_brier_score
playoffs_only,percentile_core,LogisticRegression,"{'penalty': 'l2', 'C': 100, 'solver': 'lbfgs', 'class_weight': 'None'}",51,0.681,0.604,0.6563,0.6834,0.2406,0.6299,0.6204,0.6805,0.2408
playoffs_only,regular_all_home_away_diff,LogisticRegression,"{'penalty': 'l2', 'C': 0.1, 'solver': 'lbfgs', 'class_weight': 'None'}",196,0.7087,0.588,0.6271,0.6845,0.2421,0.5493,0.5975,0.7029,0.2528
playoffs_only,regular_core_home_away_diff,LogisticRegression,"{'penalty': 'l1', 'C': 1, 'solver': 'liblinear', 'class_weight': 'None'}",49,0.6869,0.6,0.6592,0.685,0.242,0.6299,0.6138,0.6799,0.2399
playoffs_only,minimal_era_adjusted_diff,LogisticRegression,"{'penalty': 'l2', 'C': 0.001, 'solver': 'lbfgs', 'class_weight': 'None'}",7,0.6474,0.552,0.6748,0.6857,0.2462,0.591,0.6104,0.6794,0.2415
playoffs_only,regular_core_home_away_diff,LogisticRegression,"{'penalty': 'l2', 'C': 100, 'solver': 'lbfgs', 'class_weight': 'None'}",49,0.6846,0.592,0.6527,0.6872,0.2426,0.6328,0.6115,0.6764,0.2386
playoffs_only,regular_core_home_away_diff,LogisticRegression,"{'penalty': 'l1', 'C': 10, 'solver': 'liblinear', 'class_weight': 'None'}",49,0.6851,0.604,0.6537,0.6873,0.2426,0.6328,0.6115,0.6771,0.2389
playoffs_only,regular_core_home_away_diff,LogisticRegression,"{'penalty': 'l2', 'C': 10, 'solver': 'lbfgs', 'class_weight': 'None'}",49,0.6846,0.592,0.6535,0.6877,0.2428,0.6328,0.6111,0.6768,0.2388
playoffs_only,era_adjusted_core,LogisticRegression,"{'penalty': 'l2', 'C': 0.1, 'solver': 'lbfgs', 'class_weight': 'None'}",66,0.6899,0.608,0.6537,0.6878,0.2428,0.6239,0.6218,0.6905,0.2437
playoffs_only,regular_core_home_away_diff,LogisticRegression,"{'penalty': 'l2', 'C': 0.1, 'solver': 'lbfgs', 'class_weight': 'None'}",49,0.6881,0.596,0.6569,0.6879,0.2431,0.6299,0.6127,0.6812,0.2404
playoffs_only,era_adjusted_core,LogisticRegression,"{'penalty': 'l1', 'C': 1, 'solver': 'liblinear', 'class_weight': 'None'}",66,0.6928,0.604,0.656,0.6882,0.2428,0.6239,0.6218,0.6871,0.2431
playoffs_only,regular_core_home_away_diff,LogisticRegression,"{'penalty': 'l2', 'C': 1, 'solver': 'lbfgs', 'class_weight': 'None'}",49,0.6887,0.596,0.6523,0.6897,0.2436,0.6358,0.6133,0.6795,0.2397
playoffs_only,era_adjusted_core,LogisticRegression,"{'penalty': 'l1', 'C': 10, 'solver': 'liblinear', 'class_weight': 'None'}",66,0.6893,0.608,0.6629,0.6927,0.2437,0.6179,0.6045,0.7184,0.2519
playoffs_only,era_adjusted_core,LogisticRegression,"{'penalty': 'l2', 'C': 100, 'solver': 'lbfgs', 'class_weight': 'None'}",66,0.6893,0.608,0.6649,0.6929,0.2434,0.6179,0.6028,0.7268,0.2534
playoffs_only,minimal_era_adjusted_diff,LogisticRegression,"{'penalty': 'l1', 'C': 0.001, 'solver': 'liblinear', 'class_weight': 'balanced'}",7,0.3538,0.464,0.5,0.6931,0.25,0.4239,0.5,0.6931,0.25
playoffs_only,regular_plus_playoff_context,LogisticRegression,"{'penalty': 'l1', 'C': 0.001, 'solver': 'liblinear', 'class_weight': 'balanced'}",70,0.3538,0.464,0.5,0.6931,0.25,0.4239,0.5,0.6931,0.25
playoffs_only,era_adjusted_core,LogisticRegression,"{'penalty': 'l2', 'C': 1, 'solver': 'lbfgs', 'class_weight': 'None'}",66,0.691,0.608,0.6593,0.6931,0.2441,0.6239,0.6031,0.7042,0.2494
playoffs_only,era_adjusted_diff_only,LogisticRegression,"{'penalty': 'l1', 'C': 0.001, 'solver': 'liblinear', 'class_weight': 'None'}",17,0.3538,0.464,0.5,0.6931,0.25,0.4239,0.5,0.6931,0.25
playoffs_only,minimal_era_adjusted_diff,LogisticRegression,"{'penalty': 'l1', 'C': 0.001, 'solver': 'liblinear', 'class_weight': 'None'}",7,0.3538,0.464,0.5,0.6931,0.25,0.4239,0.5,0.6931,0.25
playoffs_only,regular_plus_playoff_context,LogisticRegression,"{'penalty': 'l1', 'C': 0.001, 'solver': 'liblinear', 'class_weight': 'None'}",70,0.3538,0.464,0.5,0.6931,0.25,0.4239,0.5,0.6931,0.25
playoffs_only,regular_all_home_away_diff,LogisticRegression,"{'penalty': 'l1', 'C': 0.001, 'solver': 'liblinear', 'class_weight': 'None'}",196,0.3538,0.464,0.5,0.6931,0.25,0.4239,0.5,0.6931,0.25
playoffs_only,era_adjusted_core,LogisticRegression,"{'penalty': 'l1', 'C': 0.001, 'solver': 'liblinear', 'class_weight': 'None'}",66,0.3538,0.464,0.5,0.6931,0.25,0.4239,0.5,0.6931,0.25
playoffs_only,minimal_strong_diff,LogisticRegression,"{'penalty': 'l1', 'C': 0.001, 'solver': 'liblinear', 'class_weight': 'balanced'}",9,0.3538,0.464,0.5,0.6931,0.25,0.4239,0.5,0.6931,0.25
playoffs_only,regular_core_home_away_diff,LogisticRegression,"{'penalty': 'l1', 'C': 0.001, 'solver': 'liblinear', 'class_weight': 'None'}",49,0.3538,0.464,0.5,0.6931,0.25,0.4239,0.5,0.6931,0.25
playoffs_only,percentile_core,LogisticRegression,"{'penalty': 'l1', 'C': 0.001, 'solver': 'liblinear', 'class_weight': 'balanced'}",51,0.3538,0.464,0.5,0.6931,0.25,0.4239,0.5,0.6931,0.25
playoffs_only,regular_core_diff_only,LogisticRegression,"{'penalty': 'l1', 'C': 0.001, 'solver': 'liblinear', 'class_weight': 'None'}",15,0.3538,0.464,0.5,0.6931,0.25,0.4239,0.5,0.6931,0.25
playoffs_only,percentile_core,LogisticRegression,"{'penalty': 'l1', 'C': 0.001, 'solver': 'liblinear', 'class_weight': 'None'}",51,0.3538,0.464,0.5,0.6931,0.25,0.4239,0.5,0.6931,0.25
playoffs_only,regular_core_diff_only,LogisticRegression,"{'penalty': 'l1', 'C': 0.001, 'solver': 'liblinear', 'class_weight': 'balanced'}",15,0.3538,0.464,0.5,0.6931,0.25,0.4239,0.5,0.6931,0.25
playoffs_only,regular_core_home_away_diff,LogisticRegression,"{'penalty': 'l1', 'C': 0.001, 'solver': 'liblinear', 'class_weight': 'balanced'}",49,0.3538,0.464,0.5,0.6931,0.25,0.4239,0.5,0.6931,0.25
playoffs_only,minimal_strong_diff,LogisticRegression,"{'penalty': 'l1', 'C': 0.001, 'solver': 'liblinear', 'class_weight': 'None'}",9,0.3538,0.464,0.5,0.6931,0.25,0.4239,0.5,0.6931,0.25
playoffs_only,era_adjusted_diff_only,LogisticRegression,"{'penalty': 'l1', 'C': 0.001, 'solver': 'liblinear', 'class_weight': 'balanced'}",17,0.3538,0.464,0.5,0.6931,0.25,0.4239,0.5,0.6931,0.25
playoffs_only,era_adjusted_core,LogisticRegression,"{'penalty': 'l1', 'C': 0.001, 'solver': 'liblinear', 'class_weight': 'balanced'}",66,0.3538,0.464,0.5,0.6931,0.25,0.4239,0.5,0.6931,0.25
playoffs_only,regular_all_home_away_diff,LogisticRegression,"{'penalty': 'l1', 'C': 0.001, 'solver': 'liblinear', 'class_weight': 'balanced'}",196,0.3538,0.464,0.5,0.6931,0.25,0.4239,0.5,0.6931,0.25
playoffs_only,era_adjusted_core,LogisticRegression,"{'penalty': 'l2', 'C': 10, 'solver': 'lbfgs', 'class_weight': 'None'}",66,0.6893,0.608,0.6624,0.6936,0.2439,0.6239,0.6009,0.7258,0.2535
playoffs_only,minimal_strong_diff,RandomForest,"{'n_estimators': 300, 'max_depth': 8}",9,0.7724,0.612,0.6429,0.6947,0.2463,0.6119,0.5919,0.6964,0.2463
playoffs_only,regular_all_home_away_diff,LogisticRegression,"{'penalty': 'l1', 'C': 1, 'solver': 'liblinear', 'class_weight': 'balanced'}",196,0.6675,0.572,0.6203,0.6958,0.2493,0.4925,0.571,0.9796,0.3288
playoffs_only,regular_all_home_away_diff,LogisticRegression,"{'penalty': 'l1', 'C': 1, 'solver': 'liblinear', 'class_weight': 'None'}",196,0.7064,0.584,0.6171,0.6969,0.2465,0.5313,0.5706,0.826,0.2884
playoffs_only,regular_all_home_away_diff,LogisticRegression,"{'penalty': 'l2', 'C': 1, 'solver': 'lbfgs', 'class_weight': 'None'}",196,0.7081,0.588,0.6056,0.7027,0.2496,0.4955,0.5794,0.866,0.2998
playoffs_only,regular_all_home_away_diff,LogisticRegression,"{'penalty': 'l2', 'C': 1, 'solver': 'lbfgs', 'class_weight': 'balanced'}",196,0.6781,0.548,0.6064,0.7167,0.2586,0.4985,0.5753,1.0196,0.3419
playoffs_only,regular_all_home_away_diff,LogisticRegression,"{'penalty': 'l1', 'C': 10, 'solver': 'liblinear', 'class_weight': 'None'}",196,0.7134,0.56,0.5913,0.7285,0.2592,0.4925,0.5738,0.9948,0.3259
playoffs_only,regular_all_home_away_diff,LogisticRegression,"{'penalty': 'l2', 'C': 10, 'solver': 'lbfgs', 'class_weight': 'None'}",196,0.7093,0.58,0.5925,0.7293,0.2594,0.5104,0.5675,0.9847,0.3235
playoffs_only,regular_all_home_away_diff,LogisticRegression,"{'penalty': 'l1', 'C': 10, 'solver': 'liblinear', 'class_weight': 'balanced'}",196,0.6851,0.536,0.5949,0.7462,0.27,0.4776,0.5672,1.143,0.3618
playoffs_only,regular_all_home_away_diff,LogisticRegression,"{'penalty': 'l2', 'C': 100, 'solver': 'lbfgs', 'class_weight': 'None'}",196,0.7099,0.568,0.5877,0.7488,0.2657,0.4776,0.5564,1.1978,0.3666
playoffs_only,regular_all_home_away_diff,LogisticRegression,"{'penalty': 'l2', 'C': 10, 'solver': 'lbfgs', 'class_weight': 'balanced'}",196,0.6851,0.536,0.5965,0.7495,0.2712,0.4836,0.5659,1.1483,0.3622
playoffs_only,regular_all_home_away_diff,LogisticRegression,"{'penalty': 'l2', 'C': 100, 'solver': 'lbfgs', 'class_weight': 'balanced'}",196,0.6781,0.54,0.5895,0.7629,0.2757,0.4687,0.5554,1.3917,0.4058
playoffs_only,minimal_era_adjusted_diff,HistGradientBoosting,"{'max_iter': 300, 'learning_rate': 0.05}",7,0.7836,0.56,0.5889,0.8224,0.2809,0.591,0.578,0.9743,0.288
playoffs_only,era_adjusted_diff_only,HistGradientBoosting,"{'max_iter': 300, 'learning_rate': 0.05}",17,0.7836,0.596,0.6407,0.859,0.2785,0.609,0.5786,0.8625,0.2845
playoffs_only,era_adjusted_core,HistGradientBoosting,"{'max_iter': 300, 'learning_rate': 0.05}",66,0.7883,0.628,0.6613,0.8613,0.276,0.609,0.5943,0.9716,0.2881
playoffs_only,regular_core_diff_only,HistGradientBoosting,"{'max_iter': 300, 'learning_rate': 0.05}",15,0.7883,0.624,0.6183,0.8698,0.2795,0.6,0.5946,0.8406,0.278
playoffs_only,regular_core_home_away_diff,HistGradientBoosting,"{'max_iter': 300, 'learning_rate': 0.05}",49,0.7883,0.612,0.6572,0.8726,0.2734,0.609,0.612,0.9936,0.2986
playoffs_only,regular_plus_playoff_context,HistGradientBoosting,"{'max_iter': 300, 'learning_rate': 0.05}",70,1.0,0.612,0.6457,0.8762,0.2804,0.591,0.6217,0.955,0.2914
playoffs_only,minimal_strong_diff,HistGradientBoosting,"{'max_iter': 300, 'learning_rate': 0.05}",9,0.7883,0.6,0.599,0.8792,0.2911,0.591,0.569,0.882,0.2886
playoffs_only,percentile_core,HistGradientBoosting,"{'max_iter': 300, 'learning_rate': 0.05}",51,0.7836,0.632,0.6658,0.8942,0.2743,0.6149,0.6007,0.8086,0.2719
playoffs_only,regular_all_home_away_diff,HistGradientBoosting,"{'max_iter': 300, 'learning_rate': 0.05}",196,0.7883,0.616,0.6685,0.9299,0.281,0.606,0.6324,1.0112,0.2965
